userID	movieID	rating	date_day	date_month	date_year	date_hour	date_minute	date_second
175	1201	5	9	7	2006	9	6	33
175	1203	4	4	12	2005	6	16	39
175	1204	5	4	12	2005	6	21	10
175	1206	4	4	12	2005	6	30	44
175	1208	5	4	12	2005	6	19	57
175	1209	5	4	12	2005	6	28	43
175	1210	5	4	12	2005	6	37	3
175	1212	5	4	12	2005	6	20	35
175	1213	4	4	12	2005	6	17	34
175	1214	5	4	12	2005	6	23	55
175	1216	5	19	8	2007	19	8	57
175	1217	5	4	12	2005	6	23	3
175	1219	5	4	12	2005	6	19	13
175	1220	3.5	4	12	2005	6	43	7
175	1221	3.5	4	12	2005	6	16	58
175	1222	5	4	12	2005	6	18	59
175	1225	5	4	12	2005	6	19	5
175	1228	5	4	12	2005	6	23	11
175	1233	4	4	12	2005	6	19	9
175	1234	4	4	12	2005	6	6	42
175	1240	5	4	12	2005	6	39	36
175	1245	4	4	12	2005	6	27	1
175	1248	5	4	12	2005	6	27	43
175	1249	5	4	12	2005	6	26	18
175	1250	4.5	4	12	2005	6	17	53
175	1252	4	4	12	2005	6	6	23
175	1258	5	4	12	2005	6	43	31
175	1259	5	4	12	2005	6	42	20
175	1260	5	4	12	2005	6	30	49
175	1263	4	4	12	2005	6	25	7
175	1265	2	4	12	2005	6	40	2
175	1266	5	4	12	2005	6	24	32
175	1270	4	4	12	2005	6	38	4
175	1278	5	4	12	2005	6	6	13
175	1280	4	4	12	2005	6	29	42
175	1283	3	4	12	2005	6	23	16
175	1284	4	4	12	2005	6	22	4
175	1288	5	4	12	2005	6	24	43
175	1299	4	4	12	2005	6	21	8
175	1320	3	19	8	2007	19	7	25
175	1387	3.5	4	12	2005	6	41	48
175	1393	3.5	4	12	2005	6	41	1
175	1394	5	4	12	2005	6	31	48
175	1419	5	19	8	2007	19	10	52
175	1527	3.5	4	12	2005	6	41	22
175	1552	3	9	7	2006	9	6	16
175	1580	4	4	12	2005	6	39	34
175	1584	3	4	12	2005	6	42	31
175	1608	4	9	7	2006	9	6	12
175	1610	5	4	12	2005	6	41	44
175	1617	5	4	12	2005	6	17	15
175	1639	4	4	12	2005	6	6	20
175	1690	1	19	8	2007	19	7	18
175	1721	5	4	12	2005	6	39	39
175	1732	5	4	12	2005	6	5	43
175	1757	5	30	8	2007	4	28	31
175	1913	5	19	8	2007	19	10	32
175	1921	5	19	8	2007	19	10	18
175	1923	3.5	4	12	2005	6	41	32
175	1953	5	4	12	2005	6	23	8
175	1961	5	4	12	2005	6	40	56
175	1968	4	4	12	2005	6	42	23
175	2019	5	4	12	2005	6	18	13
175	2028	5	4	12	2005	6	38	34
175	2194	3	4	12	2005	6	6	51
175	2206	3.5	4	12	2005	6	31	31
175	2291	5	9	7	2006	9	5	53
175	2302	0.5	4	12	2005	6	6	37
175	2313	4	4	12	2005	6	27	19
175	2329	4	4	12	2005	6	17	48
175	2396	4	4	12	2005	6	40	36
175	2406	3	4	12	2005	6	6	9
175	2407	5	9	7	2006	9	5	50
175	2502	5	4	12	2005	6	5	49
175	2542	4	4	12	2005	6	28	30
175	2571	5	4	12	2005	6	25	10
175	2628	0.5	4	12	2005	6	40	5
175	2692	5	4	12	2005	6	19	2
175	2706	3.5	4	12	2005	6	42	58
175	2716	3.5	4	12	2005	6	40	38
175	2728	4	4	12	2005	6	22	20
175	2731	5	19	8	2007	19	2	15
175	2762	4	4	12	2005	6	39	11
175	2819	5	19	8	2007	19	4	30
175	2858	5	4	12	2005	6	17	27
175	2871	5	4	12	2005	6	31	25
175	2905	5	4	12	2005	6	25	58
175	2916	3	4	12	2005	6	43	4
175	2917	3.5	4	12	2005	6	31	50
175	2921	4	4	12	2005	6	27	4
175	2947	5	9	7	2006	9	5	47
175	2951	5	4	12	2005	6	26	53
175	2959	5	4	12	2005	6	23	40
175	2987	3.5	4	12	2005	6	41	53
175	2997	5	4	12	2005	6	25	15
175	3030	5	4	12	2005	6	19	18
175	3052	1	9	7	2006	9	5	41
175	3089	5	4	12	2005	6	29	8
175	3147	5	19	8	2007	19	6	20
175	3224	5	9	7	2006	9	9	38
175	3359	5	4	12	2005	6	24	34
175	3362	4	4	12	2005	6	22	2
175	3421	5	9	7	2006	9	5	34
175	3435	4	4	12	2005	6	16	25
175	3462	5	4	12	2005	6	20	21
175	3470	5	19	8	2007	19	2	25
175	3481	4	4	12	2005	6	24	2
175	3498	3.5	4	12	2005	6	26	33
175	3578	5	4	12	2005	6	40	54
175	3629	5	4	12	2005	6	23	44
175	3681	5	4	12	2005	6	22	8
175	3683	5	4	12	2005	6	21	0
175	3783	4	4	12	2005	6	29	24
175	3911	3.5	4	12	2005	6	27	35
175	3949	5	4	12	2005	6	23	6
175	4011	5	4	12	2005	6	25	33
175	4019	5	9	7	2006	9	7	50
175	4027	5	4	12	2005	6	24	41
175	4034	3	4	12	2005	6	6	47
175	4103	5	4	12	2005	6	31	2
175	4226	5	4	12	2005	6	15	56
175	4262	4	4	12	2005	6	26	31
175	4422	5	19	8	2007	19	3	47
175	4878	3	4	12	2005	6	20	30
175	4886	4	4	12	2005	6	26	5
175	4927	5	19	8	2007	19	11	4
175	4973	5	4	12	2005	6	16	36
175	4993	5	4	12	2005	6	19	46
175	5147	5	4	12	2005	6	25	52
175	5291	5	4	12	2005	6	18	45
175	5300	4	21	10	2007	20	7	50
175	5418	5	19	8	2007	19	7	51
175	5446	5	4	12	2005	6	20	23
175	5498	3.5	4	12	2005	6	18	40
175	5669	4	4	12	2005	6	24	19
175	5747	5	4	12	2005	6	20	39
175	5782	5	4	12	2005	6	18	16
175	5902	5	4	12	2005	6	24	28
175	5952	5	4	12	2005	6	20	12
175	5995	5	19	8	2007	19	10	22
175	6001	5	4	12	2005	6	28	53
175	6218	5	9	7	2006	9	7	38
175	6235	5	4	12	2005	6	19	40
175	6301	4	4	12	2005	6	30	53
175	6331	5	4	12	2005	6	19	26
175	6339	5	19	8	2007	19	8	26
175	6377	5	4	12	2005	6	23	58
175	6385	5	4	12	2005	6	22	11
175	6461	5	4	12	2005	6	31	21
175	6650	5	4	12	2005	6	22	55
175	6662	5	4	12	2005	6	31	14
175	6669	4	4	12	2005	6	21	24
175	6711	5	4	12	2005	6	26	43
175	6787	5	4	12	2005	6	16	2
175	6791	5	4	12	2005	6	25	55
175	6874	5	4	12	2005	6	29	5
175	6953	2	4	12	2005	6	27	55
175	7090	5	4	12	2005	6	22	15
175	7143	3	9	7	2006	9	7	28
175	7147	4	4	12	2005	6	27	16
175	7153	5	4	12	2005	6	19	22
175	7215	5	4	12	2005	6	19	43
175	7256	4	4	12	2005	6	16	30
175	7327	5	19	8	2007	19	9	54
175	7361	5	4	12	2005	6	17	7
175	7438	3	4	12	2005	6	22	52
175	7478	5	4	12	2005	6	24	13
175	7482	5	4	12	2005	6	28	59
175	7700	5	19	8	2007	19	12	53
175	7728	4	4	12	2005	6	28	4
175	7762	5	19	8	2007	19	2	58
175	7766	4	4	12	2005	6	25	1
175	7938	5	4	12	2005	6	15	31
175	8195	5	19	8	2007	19	3	31
175	8665	5	19	8	2007	19	7	55
175	8810	0.5	19	8	2007	19	7	18
175	8949	4	9	7	2006	9	7	22
175	8970	5	9	7	2006	9	7	17
175	27846	5	4	12	2005	6	28	56
175	32587	4	4	12	2005	6	25	49
175	33794	5	17	7	2006	1	31	17
175	39292	5	9	7	2006	9	8	24
175	44195	5	9	7	2006	9	8	44
175	50068	4	19	8	2007	19	12	24
175	51540	4	21	10	2007	20	8	9
175	54286	5	19	8	2007	18	58	46
